NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,-0.03
NaN,0.5
NaN,-0.47
NaN,-0.47
NaN,0.03
NaN,0.63
NaN,1
NaN,-0.06
NaN,0.53
NaN,-0.18
NaN,0.22
NaN,-0.61
NaN,1.24
NaN,-0.55
NaN,0.64
NaN,0.67
NaN,-0.55
NaN,0.61
NaN,-0.3
NaN,1
NaN,0
NaN,0.96
NaN,-2.5
NaN,-0.98
NaN,-1.08
NaN,0.44
NaN,0.31
NaN,0.31
NaN,-1.94
NaN,1.79
NaN,-1.73
NaN,-0.38
NaN,0.13
NaN,0.5
NaN,0.5
NaN,0.5
NaN,0.94
NaN,-0.19
NaN,-0.19
NaN,1.71
NaN,0.34
NaN,0.49
NaN,-0.7
NaN,-1.01
NaN,1.57
NaN,0.88
NaN,1.83
NaN,0.06
NaN,0.47
NaN,-0.32
NaN,-0.88
NaN,0.68
NaN,-0.18
NaN,-0.09
NaN,-1.81
NaN,0.99
NaN,0.54
NaN,-1.31
NaN,0.27
NaN,-1.11
NaN,-1.43
NaN,-0.56
NaN,2.49
NaN,0.82
NaN,0.06
NaN,-1.59
NaN,0.82
NaN,-0.45
NaN,0.09
NaN,0.15
NaN,-0.15
NaN,-0.61
NaN,1.13
NaN,0.24
NaN,-0.03
NaN,1.72
NaN,-0.53
NaN,-0.09
NaN,0.09
NaN,0.54
NaN,-0.62
NaN,1.7
NaN,-0.21
NaN,1.03
NaN,0.06
NaN,0.96
NaN,0.86
NaN,-1.77
NaN,1.57
NaN,0.03
NaN,-0.49
NaN,-0.03
NaN,0.55
NaN,-0.31
NaN,-0.14
NaN,0.43
NaN,1.03
NaN,1.03
NaN,0
NaN,-0.6
NaN,-0.03
NaN,0
NaN,-0.63
NaN,1.81
NaN,0.34
NaN,-2.25
NaN,-0.69
NaN,-2.78
NaN,-1.1
NaN,0.93
NaN,0.27
NaN,2.88
NaN,5.78
NaN,-0.63
NaN,1.54
NaN,1.06
NaN,1.06
NaN,0.99
NaN,0.77
NaN,0.03
NaN,0.71
NaN,0.71
NaN,-1.1
NaN,-0.27
NaN,-0.4
NaN,1.01
NaN,-0.34
NaN,-0.19
NaN,1.22
NaN,-0.94
NaN,1.22
NaN,0.52
NaN,-0.31
NaN,-0.21
NaN,-0.21
NaN,-0.26
NaN,-0.34
NaN,0.45
NaN,-2.73
NaN,-1.67
NaN,1.67
NaN,-0.35
NaN,1.16
NaN,-1.34
NaN,-2.87
NaN,0.33
NaN,-0.03
NaN,2.14
NaN,1.28
NaN,0.3
NaN,1.45
NaN,0.61
NaN,0.92
NaN,-1.15
NaN,-1.15
NaN,-0.03
NaN,-0.26
NaN,1.06
NaN,-0.44
NaN,0.11
NaN,0.29
NaN,0.65
NaN,1.17
NaN,0.41
NaN,-1.53
NaN,2.34
NaN,0.23
NaN,-0.1
NaN,-1.6
NaN,0.08
NaN,0.1
NaN,-0.98
NaN,-2.26
NaN,-0.13
NaN,1.65
NaN,1.62
NaN,-0.75
NaN,-0.47
NaN,-2.27
NaN,1.81
NaN,0.58
NaN,1.77
NaN,0.41
0.34,0.84
-0.55,3.39
1.92,1.42
-0.1,-0.87
0.48,-1.85
-4.67,-0.67
-0.92,-1.28
3.11,1.95
1.67,1.59
-4.11,-2.67
-1.91,-2.04
0.36,1.51
0.74,0.4
3.75,1.01
-3.67,-0.12
-3.67,-0.12
-1.4,0.4
1.17,0.55
-1.47,-1.66
-0.34,-0.1
-1.71,-0.75
0.19,1.72
2.04,-0.05
-0.2,1.92
0.89,0.22
-0.64,-0.39
-0.02,0.98
-2.4,-0.49
-1.01,0.12
0.2,-0.46
1.57,0.42
2.1,2.22
0.6,-0.14
-1.21,-0.02
-1.27,0.12
0.13,-0.57
1.58,1.13
0.17,-1.42
1.73,0.29
1.14,-0.38
1.4,1.52
1.4,1.52
2.4,-0.57
-0.75,-0.81
-0.28,1.52
0.16,-0.43
-1.26,-0.12
-1.62,-0.38
-0.05,-0.26
1.7,0.96
0.44,1.26
1.04,0.16
-0.28,-0.09
-0.35,-0.23
-1.29,-1.32
0.07,0.33
-1.36,0.02
-0.23,0.4
1.91,1.16
0.28,-0.7
0.48,-3.98
1.32,0.69
-0.06,-0.83
2.48,-0.74
-0.46,-0.77
0.1,0.95
-0.23,0
1.28,0.59
-0.05,0.44
0.41,0.95
0.41,0.95
-0.42,-0.8
-1.98,-0.81
0.94,-0.74
-0.86,0.15
1.41,-0.47
0.98,0.9
-0.02,0.12
-0.36,-0.69
-1.63,-0.87
3.82,0.23
-0.94,0.03
0.89,1.05
0.21,-0.3
-0.44,0.4
-0.73,-0.35
0.27,0.55
-0.84,0.2
0.31,0.81
-2.69,-1.39
-0.97,-1.93
1.25,1.24
-1.41,-0.35
0.25,0.5
-0.55,-1.22
0.96,0.68
-0.16,-0.05
-0.91,-0.05
2.14,0.85
-0.02,-0.05
-0.2,0.15
1.51,0.89
0.81,1.89
-0.4,-0.39
-0.19,0.8
-0.14,0.12
-0.41,0.26
-0.4,0.24
-1.19,-0.48
-0.32,-0.89
0.42,0.63
0.42,0.63
1,0.31
0.11,0.58
0.7,-0.84
0.7,-0.67
0.62,-1.53
-1.48,0.17
0.36,0
-0.3,-0.07
-0.99,-0.44
-0.44,0.4
1.2,1.3
0.83,-0.12
0.77,1
1.16,-4.21
-1.46,-0.55
-1.06,-1.89
1.18,1.52
-2.2,-1.67
0.35,0.49
-0.13,-1.31
0.17,-0.42
-1.57,-0.5
0.32,0.47
0.91,1.62
0.36,0.8
-2.36,-1.59
1.55,1.46
-2.03,-0.72
-2.92,-1.65
-2.07,0.34
0.89,0.6
-1.47,-0.42
-1.04,-1.93
-2.54,0.83
1.89,-0.18
1.09,1.46
1.17,-1.85
2.12,1.57
-0.77,1.31
0.18,-0.77
1.5,0.57
0.08,-0.18
0.18,-0.21
1.59,1.43
-0.69,-0.15
-0.2,0.36
-1.48,0.41
-0.71,1.32
-0.19,0.33
1.2,1.28
0.51,0.05
-0.54,-0.82
-0.35,1.44
-0.18,0.29
-1.45,0.78
-0.28,0.24
0.37,-0.82
-0.4,0
0.5,1.27
0.33,-0.02
0.34,-0.68
-0.13,1.75
-0.13,1.75
0.27,1.29
-1.48,-0.78
-0.01,0.24
-0.46,-0.28
1.13,-0.4
-2.24,0.1
0.33,-1.34
1.21,1.21
-1.37,-2.27
0.43,-0.39
-1.83,-1.99
-0.94,2.9
-3.58,-1.17
1.92,1.3
1.23,10.18
1.03,1.43
1.65,-0.76
1.09,0.79
-0.34,0.43
-0.34,0.43
0.99,-0.24
-0.69,-1.06
0.02,-0.59
-0.76,-0.82
-0.76,-0.82
-0.3,-1.42
-2.08,-1.4
-2.32,-1.03
-0.17,0.02
0.32,0.6
-1.3,-0.05
-0.73,-0.28
0.74,-0.79
0.95,0.3
0.18,-1
1.25,2.06
1.25,2.06
-0.23,0.9
2.2,-0.93
3.16,1.29
1.04,0.32
-0.88,-0.66
-3.1,-1.14
-1.66,-1.64
0.13,0.4
4.67,-2.26
-1.13,1.89
0.14,0.84
-1.22,-1.44
0.92,1.74
0.65,-0.42
-0.6,0.98
1.73,1.36
-0.18,-1.43
1.3,1.22
1.12,0.09
1.12,0.09
-1.12,-0.2
-0.58,0.59
0.59,0.02
-0.72,-0.77
-1.31,0.02
0.79,0.23
1.45,-0.34
2.13,0.37
0.53,-0.16
2.32,0.48
0.4,-1.48
-0.05,0.53
0.34,0.44
-1.33,-3.24
0.21,0.73
-2.43,-2.04
-0.69,-0.84
0.79,0.36
-1.47,1.83
1.31,2.43
-0.66,-1.24
1.57,2.94
-0.27,0.07
0.42,0.57
-0.28,-0.36
2.04,-1.22
-2,-1.78
-0.65,0.14
-1.23,-0.81
0.67,1.88
-0.73,-0.67
-0.99,-0.49
-1.3,-0.4
-1.3,-0.4
0.23,0.8
0.05,0
0.85,0.35
-0.15,0.21
-0.14,0.72
-0.16,-0.99
-1.63,-0.81
0.4,2.95
0.24,-1.2
-1.83,-1.06
2.16,0.74
-0.26,0.23
1.01,0.3
1.42,-0.37
