"","ann.ret.5","ann.std.5","downrisk.5","drawdown.5","sharpe.5","sortino.5","inforatio.5","alpha.5","beta.5","corr.bhf.5","corr.bidx.5","omega.5","wl.5","skewness.5","kurtosis.5"
"ACAKITO.KY.Equity",0.184485415068309,0.0575275484100547,0.0169794699720967,-0.0251694337559999,3.11999068322783,10.5707313221948,1.82489062623445,0.0145019843937601,-0.0213945631376877,0.0212785133555136,-0.0366778055641108,22.1694385671407,0.816666666666667,1.32507482757591,2.51591609334494
"AESOPHK.KY.Equity",0.197300671401461,0.155006287019777,0.133940791421669,-0.263892341836713,1.24059917245115,1.43571401482961,0.878469637886435,0.0104651183722759,0.748853248480398,0.606856650644579,0.476456429865771,2.7743904566548,0.666666666666667,-0.350699066624923,4.17893184763409
"AHPACOB.KY.Equity",0.0708127790153605,0.0318919960074996,0.0245825300819661,-0.0264114405459999,2.06361429996054,2.67721747094052,0.634941532715377,0.0041629672898576,0.211996375848924,0.652460835309519,0.655575210492064,5.34587619790226,0.783333333333333,-0.306857241425452,1.66230876863397
"AISMERC.KY.Equity",0.0886502804329903,0.202576567574898,0.104862917765433,-0.223550562361312,0.412931670401922,0.797710784856347,0.138859130828468,0.0106983640345009,-0.25980487399304,-0.0434272024516582,-0.126483499667712,1.49827818621048,0.583333333333333,0.572473911599283,0.798931762045334
"AJAOPAR.KY.Equity",0.102255809931444,0.131956002320483,0.109329509862328,-0.265028190457778,0.737032103285743,0.889565955741616,0.552174413747219,0.00346647860209297,0.716981593347548,0.681800870278222,0.535864077110722,1.88660888407367,0.683333333333333,-0.5491071787635,1.9243282690009
"AKABONA.KY.Equity",0.27397401486036,0.142540760786033,0.073120432060696,-0.118621631752738,1.88699718857342,3.67850691359549,1.34878093626976,0.0157965171053245,0.716702022311933,0.503125746426955,0.495878575590615,3.98402384220963,0.65,0.328419596552353,0.382560605951604
"ALASOPP.KY.Equity",0.0237502288774953,0.121886270513645,0.0801607936082318,-0.286577621898878,0.153833805878869,0.23390772512973,0.0416284635278794,-0.0031025792775333,0.76087115925793,NA,0.614768497226125,1.19769850078306,0.566666666666667,-0.35284744475287,-0.0656733856413041
"ALCINDA.KY.Equity",0.165945069074131,0.228659259145598,0.154253378176776,-0.352363103439851,0.703864211208917,1.04338116271066,0.605054972185282,0.0073816121793277,1.02447981502087,NA,0.441234929165089,1.80275283290787,0.683333333333333,-0.237860383028161,0.201520744775949
"ALLIVFD.AU.Equity",0.0295990289398704,0.119425446997244,0.125436697597955,-0.200078547929571,0.205978119055632,0.196107115468827,-0.202346220863028,0.00130660919858776,0.230098380001625,0.217292871197153,0.190017006988162,1.29323322779263,0.683333333333333,-1.55469112586036,3.80171552520875
"ALTACIF.MP.Equity",0.119660870600714,0.132717333493649,0.0987081001173254,-0.167374601936871,0.863947968079101,1.16161561679768,0.451786965596624,0.00520287748020208,0.662107904355635,0.454201016502647,0.492013379338706,1.96351245068664,0.683333333333333,-0.523607861474835,0.285896830458497
"APEXGCE.US.Equity",0.1099542325875,0.101841582806811,0.0450635812380002,-0.09053558355187,1.03056364301204,2.32902556131062,0.575245885140294,0.00867018226240916,0.0630612311984303,0.144270108885201,0.0610679150386238,2.46165403118823,0.566666666666667,0.971371947686162,1.58500101278209
"APSASPH.KY.Equity",0.0810510101201667,0.16098922500691,0.100789108875315,-0.251581737601589,0.472398137930675,0.754555834145224,0.337767585921908,0.00358066167984024,0.532883994657098,NA,0.325980136595282,1.63479249764711,0.583333333333333,0.638851558431751,2.40728694769598
"APSCHIA.KY.Equity",0.145934879850311,0.269514755299198,0.213319019643625,-0.430832761448109,0.522920831157663,0.660676577671129,0.437987570187472,0.00624286916056292,1.09839036738092,NA,0.4013557041756,1.74112122578818,0.6,-0.295339254685143,1.66649598641794
"APSCHIN.KY.Equity",0.107300049970073,0.241357424895085,0.149558797834986,-0.377877387482622,0.423852922753638,0.684012251040859,0.319940003974593,0.00530471393524729,0.746935994378995,NA,0.304774056574083,1.57856532272081,0.533333333333333,0.384581124866533,1.95231830600583
"ARCJVAB.KY.Equity",0.220524717008203,0.157987389085428,0.0978876164440029,-0.190088586981418,1.36418937141662,2.20175671691317,0.877542269655115,0.010763600463448,0.928249163774064,0.566134119027397,0.579452621831854,2.79983643979447,0.716666666666667,-0.0131807749230008,0.186304875609066
