"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A"," ","05/21/2018","Barclays","ARCELORMITTAL","","","","","","-3.8038448","-4.312456","","","","","1"
"2","A","TP- ","05/21/2018","Cowen","CTRIP.COM-ADR","","16.333178222429","27.9664960446719","-9.09090909090909","-4.61005780511725","-0.0529461","-0.5686712","","5","5","","0.5"
"3","A","TP- ","05/21/2018","Credit Suisse","APPLIED MATERIAL","","46","50","-2.66666666666667","7.69724287577263","-7.8122758","-9.6241328","","5","5","","0.5"
"4","A","TP- ","05/21/2018","New Street Research","CHINA MOBILE","","43.1492842535787","48.6025903203817","-3.6697247706422","15.3912326354245","-0.9443429","-0.306122","","5","5","","0.5"
"5","A"," ","05/21/2018","Wolfe Research","EXXON MOBIL CORP","","","","","","0.015013","0.4444268","","","","","1"
"6","A"," ","05/21/2018","Wolfe Research","CHEVRON CORP","","","","","","-0.54302634","-0.8877624","","","","","1"
"7","A","TP+ ","05/21/2018","SBG Securities","GLENCORE PLC","","18.648439515089","16.0691256125871","2.22222222222222","4.28117717861318","-3.4654435","-1.2727915","","5","5","","1.5"
"8","A","TP+ ","05/21/2018","Cross Research","APPLE INC","","13.5212919042797","6.59276235143633","6.5","8.4294051042068","-0.1312425","-0.381869","","5","5","","1.5"
"9","A"," Downgrade","05/21/2018","HSBC","SINOPEC SHANG-H","","0.42477876106195","0.42477876106195","0","1.57536761319612","3.4918861","7.777771"," hold","3","5","-2","0"
"10","A"," Upgrade","05/21/2018","TH Capital LLC","CTRIP.COM-ADR","","16.333178222429","","","-4.61005780511725","-0.0529461","-0.5686712"," buy","5","","","1"
"11","A","TP- ","05/21/2018","Berenberg","AP MOLLER-B","","5.11175038725382","10.6439477760566","-5","-19.951892140441","-10.5070611","-13.4867765","","3","3","","0.5"
"12","A","TP- Upgrade","05/21/2018","AlphaValue","AP MOLLER-B","","25.3263996459394","26.5656118610312","-0.979106565259201","-4.55737708155526","-10.5070611","-13.4867765"," buy","5","4","1","1"
"13","A","TP- ","05/21/2018","Daiwa Securities","HITACHI CONST MA","","4.65116279069768","6.9767441860465","-2.17391304347826","-9.71624981129657","3.0678795","4.9585854","","3","3","","0.5"
"14","A","TP+ ","05/21/2018","Daiwa Securities","KOMATSU LTD","Forced","18.7961985216473","13.5163674762408","4.65116279069767","-2.96147551625159","0.9859165","2.9507074","","5","5","","1.5"
"15","B/D","TP+ Downgrade","05/21/2018","Grupo Santander","TOTAL SA","","4.58715596330275","-1.28440366972478","5.94795539033458","1.04143858501218","-0.2773074","-0.257858"," hold","3","5","-2","-0.5"
"16","A","TP+ ","05/21/2018","Goldman Sachs","KDDI CORP","","22.0338983050848","19.3220338983051","2.27272727272727","6.35155096011817","0.1964478","-0.6027763","","5","5","","1.5"
"17","B/D"," Initiation","05/21/2018","Mizuho Securities Co Ltd","ASML HOLDING NV","","16.9248757673195","","","13.1733808388915","-1.4079138","-0.0988170000000002"," buy","5","","","0"
"18","A","TP- ","05/21/2018","Mitsubishi UFJ Morgan Stanley","NSSMC","","42.7709632012869","44.3796501105972","-1.1142061281337","22.350508357746","-1.4503575","-1.0133397","","5","5","","0.5"
"19","A","TP- ","05/21/2018","Mitsubishi UFJ Morgan Stanley","JFE HOLDINGS INC","","36.3913131723158","36.7972396996144","-0.29673590504451","17.5909179963603","-1.0028662","2.1481484","","5","5","","0.5"
"20","A","TP- ","05/21/2018","Mizuho Securities Co Ltd","ANA HOLDINGS INC","","8.61865407319953","10.9799291617473","-2.12765957446809","-1.21688989019754","0.2246877","-0.1494134","","3","3","","0.5"
"21","A","TP- ","05/21/2018","Jefferies","CANON INC","","7.66806722689075","10.2941176470588","-2.38095238095238","-2.30482110489515","-0.00780309999999995","-0.3020964","","3","3","","0.5"
"22","B/D","TP- ","05/21/2018","Goldman Sachs","AP MOLLER-B","Forced","13.9632662093383","23.9212215091835","-8.03571428571429","-13.2109988470044","-10.5070611","-13.4867765","","3","3","","-0.5"
"23","A","TP+ ","05/21/2018","J.P. Morgan","EXXON MOBIL CORP","","2.09042294603792","-1.55566358774915","3.7037037037037","-2.68292547109081","0.015013","0.4444268","","3","3","","1.5"
"24","A","TP+ ","05/21/2018","J.P. Morgan","CONOCOPHILLIPS","","6.14208887630909","0.481177469572613","5.63380281690141","3.11143669084284","-0.4735068","1.4320832","","5","5","","1.5"
"25","A","TP+ ","05/21/2018","J.P. Morgan","CHEVRON CORP","","13.6275798098477","9.76269614284611","3.52112676056338","4.25531914893618","-0.54302634","-0.8877624","","5","5","","1.5"
"26","B/D","TP+ ","05/21/2018","Elara Securities India Pvt Ltd","HINDALCO INDS","","43.7020810514786","34.0959474260679","7.16362709671517","6.89012883518256","-0.543276","-3.075479","","4.633","4.633","","0.5"
"27","A","TP+ ","05/21/2018","J.P. Morgan","CATERPILLAR INC","","13.264535615404","10.7475459350617","2.27272727272727","4.45793003197366","2.9294472","2.2386582","","5","5","","1.5"
"28","A","TP+ ","05/21/2018","Jefferies","MOMO INC-ADR","","25.344697919278","20.3309100025069","4.16666666666667","4.67119316551539","3.6507432","5.5633802","","5","5","","1.5"
"29","A","TP+ ","05/20/2018","Macquarie","DEERE & CO","Forced","-2.10320217267733","-8.41912461314975","6.89655172413793","-15.4364549256462","7.3733702","7.7854772","","3","3","","1.5"
"30","A","TP+ ","05/20/2018","Baird","DEERE & CO","","7.37068148803133","4.84431251184234","2.40963855421687","-7.25288604748291","7.3733702","7.7854772","","5","5","","1.5"
"31","A","TP- ","05/20/2018","China Merchants Securities","NETEASE INC-ADR","","31.854959544501","70.8121066826491","-22.8070175438596","0.296779784311929","-5.5799418","-13.4462438","","5","5","","0.5"
"32","B/D"," Downgrade","05/18/2018","Morningstar, Inc","DEERE & CO","","1.0547590475589","1.0547590475589","0","-12.7085986329251","7.3733702","7.7854772"," hold","3","5","-2","-1"
"33","B/D"," Upgrade","05/18/2018","Morningstar, Inc","BAIDU INC-SP ADR","","33.8821670616607","33.8821670616607","0","10.7156314522627","-14.4787968","-11.7671438"," buy","5","3","2","1"
"34","B/D","TP- ","05/18/2018","Wells Fargo Securities","DEERE & CO","","20.0025263689762","26.3184488094486","-5","3.65853912340144","7.3733702","7.7854772","","5","5","","-0.5"
"35","B/D","TP- ","05/18/2018","Morgan Stanley","DEERE & CO","","16.84456514874","23.1604875892124","-5.12820512820513","0.930682830680363","7.3733702","7.7854772","","5","5","","-0.5"
"36","B/D","TP- ","05/18/2018","Nomura","MS&AD INSURANCE","","7.67160161507403","11.7092866756393","-3.6144578313253","-6.04027307504426","-3.1479235","-1.6303806","","3","3","","-0.5"
"37","B/D"," Downgrade","05/18/2018","Credit Suisse","BAIDU INC-SP ADR","","27.6454201488504","27.6454201488504","0","5.55807098088401","-14.4787968","-11.7671438"," neutral","3","5","-2","-1"
"38","B/D","TP- ","05/18/2018","Needham & Co","APPLIED MATERIAL","","36","44","-5.55555555555556","0.320719391130653","-7.8122758","-9.6241328","","5","5","","-0.5"
"39","B/D","TP- ","05/18/2018","DZ Bank AG","APPLIED MATERIAL","","36","44","-5.55555555555556","0.320719391130653","-7.8122758","-9.6241328","","5","5","","-0.5"
"40","B/D","TP- ","05/18/2018","Craig-Hallum Capital Group LLC","APPLIED MATERIAL","","30","52","-14.4736842105263","-4.10519469965451","-7.8122758","-9.6241328","","5","5","","-0.5"
