"","time","event","date","broker","name","is_forced","newtp_to_px","oldtp_to_px","chg_tgt","newtp_avgtp","chg_2d","chg_5d","char_newrating","newrating","oldrating","chg_rating","score"
"1","A","TP+ ","05/22/2018","Cowen","MICRON TECH","","20.7642393655371","17.1593366979092","3.07692307692308","-10.8867031914707","0.9524532","4.5737512","","5","5","","1.5"
"2","A","TP- ","05/22/2018","Cowen","TOTAL SA","","-5.67782504161273","7.26835583502867","-12.0689655172414","-9.2462083146771","-1.2708697","-1.3134001","","5","5","","0.5"
"3","A","TP- ","05/22/2018","AlphaValue","AP MOLLER-B","","20.8413410207132","20.9374332692718","-0.0794561666813808","-3.71223950176688","1.6891126","-6.214621","","5","5","","0.5"
"4","A","TP+ ","05/22/2018","Crucial Perspective Pte Ltd","PACIFIC BASIN","","8.91089108910892","3.96039603960396","4.76190476190477","-11.7794519953352","-1.9247351","-2.837046","","5","5","","1.5"
"5","A","TP- ","05/22/2018","Independent Research GmbH","HSBC HOLDINGS PL","","8.74293059125966","11.2570694087404","-2.25975646387394","2.96944308330569","0.0946181","0.2071719","","3","3","","0.5"
"6","A","TP+ ","05/22/2018","MKM Partners","MICRON TECH","","29.7764960346071","17.1593366979092","10.7692307692308","-4.23645716098342","0.9524532","4.5737512","","5","5","","1.5"
"7","A","TP- ","05/22/2018","AlphaValue","DEUTSCHE TELEKOM","","21.2121212121212","33.7767923133777","-9.39226519337018","0.990631762039396","-4.5951398","-6.191309","","5","5","","0.5"
"8","A","TP+ ","05/22/2018","Daiwa Securities","NSSMC","","45.6016177957533","41.5571284125379","2.85714285714286","21.8179001827814","-1.4355554","-1.6210006","","5","5","","1.5"
"9","A","TP+ ","05/22/2018","Credit Suisse","MICRON TECH","","44.196106705119","26.1715933669791","14.2857142857143","6.4039364877962","0.9524532","4.5737512","","5","5","","1.5"
"10","B/D","TP- ","05/22/2018","DNB Markets","AP MOLLER-B","","25.9876147768525","37.7322229340167","-8.52713178294574","0.388370196072696","1.6891126","-6.214621","","5","5","","-0.5"
"11","A","TP- ","05/22/2018","Mitsubishi UFJ Morgan Stanley","KOBE STEEL LTD","","-16.0369437447523","0.755667506297231","-16.6666666666667","-19.436052366566","-1.1759294","0.3463626","","3","3","","0.5"
"12","A","TP+ ","05/22/2018","Goldman Sachs","MICRON TECH","","22.5666906993511","17.1593366979092","4.61538461538462","-9.55665398537323","0.9524532","4.5737512","","5","5","","1.5"
"13","A","TP+ ","05/22/2018","Barclays","MICRON TECH","Forced","17.1593366979092","8.14708002883924","8.33333333333333","-13.5468016036656","0.9524532","4.5737512","","5","5","","1.5"
"14","A","TP+ ","05/22/2018","J.P. Morgan","MICRON TECH","","47.8010093727469","44.196106705119","2.5","9.0640348999911","0.9524532","4.5737512","","5","5","","1.5"
"15","B/D"," Initiation","05/21/2018","China Merchants Securities","AIR CHINA LTD-H","","17.9596174282678","","","5.22324604020385","-8.1435539","-8.372416"," buy","5","","","0"
"16","A","TP+ ","05/21/2018","KeyBanc Capital Markets","MICRON TECH","","44.196106705119","29.7764960346071","11.1111111111111","6.4039364877962","0.9524532","4.5737512","","5","5","","1.5"
"17","B/D"," Downgrade","05/21/2018","Morningstar, Inc","RIO TINTO PLC","","-36.837304754304","-36.837304754304","0","-32.9602178187869","-0.137144","1.771632"," sell","1","3","-2","-1"
"18","A","TP+ ","05/21/2018","Stifel","MICRON TECH","","91.0598413842826","82.0475847152127","4.95049504950495","40.98521584633","0.9524532","4.5737512","","5","5","","1.5"
"19","B/D","TP+ ","05/21/2018","Morgan Stanley","ARCELORMITTAL","","14.4961499832608","7.1309005691329","6.87500000000001","-1.29015316592793","-2.0109324","-2.284489","","5","5","","0.5"
"20","B/D"," Initiation","05/21/2018","China Merchants Securities","CHINA EAST AIR-H","","21.1631663974152","","","17.7671308151051","-6.8713949","-4.23426"," buy","5","","","0"
"21","B/D"," Initiation","05/21/2018","China Merchants Securities","CHINA SOUTHERN-H","","10.8343711083437","","","2.89642875217306","-7.6806959","-5.109393"," neutral","3","","","0"
"22","A","TP+ ","05/21/2018","Morningstar, Inc","MICRON TECH","","-35.1117519826965","-38.7166546503244","5.88235294117647","-52.1182285804917","0.9524532","4.5737512","","3","3","","1.5"
"23","B/D","TP+ ","05/21/2018","Macquarie","SONY CORP","","35.3653918970087","29.6857251041272","4.37956204379562","7.33050049574535","-2.1612464","-0.0361645","","5","5","","0.5"
"24","A","TP- ","05/21/2018","Macquarie","CHEETAH MOBI-ADR","","-16.9642857142857","-13.961038961039","-3.49056603773584","-15.3320950761755","-4.4485648","1.7969052","","1","1","","0.5"
"25","B/D"," ","05/21/2018","Barclays","ARCELORMITTAL","","","","","","-2.0109324","-2.284489","","","","","0"
"26","B/D","TP- ","05/21/2018","Cowen","CTRIP.COM-ADR","","16.333178222429","27.9664960446719","-9.09090909090909","-4.61005780511725","-0.0529461","-0.5686712","","5","5","","-0.5"
"27","B/D","TP- ","05/21/2018","Credit Suisse","APPLIED MATERIAL","","46","50","-2.66666666666667","7.69724287577263","-7.8122758","-9.6241328","","5","5","","-0.5"
"28","B/D","TP- ","05/21/2018","New Street Research","CHINA MOBILE","","43.1492842535787","48.6025903203817","-3.6697247706422","15.3912326354245","-0.9443429","-0.306122","","5","5","","-0.5"
"29","B/D"," ","05/21/2018","Wolfe Research","EXXON MOBIL CORP","","","","","","0.015013","0.4444268","","","","","0"
"30","B/D"," ","05/21/2018","Wolfe Research","CHEVRON CORP","","","","","","-0.54302634","-0.8877624","","","","","0"
"31","B/D","TP+ ","05/21/2018","SBG Securities","GLENCORE PLC","Forced","17.2870984191739","14.7373788883223","2.22222222222222","4.28117717861318","1.93002","1.484255","","5","5","","0.5"
"32","B/D","TP+ ","05/21/2018","Cross Research","APPLE INC","","13.5212919042797","6.59276235143633","6.5","8.4294051042068","-0.1312425","-0.381869","","5","5","","0.5"
"33","B/D"," Downgrade","05/21/2018","HSBC","SINOPEC SHANG-H","","0.42477876106195","0.42477876106195","0","1.57536761319612","3.4918861","7.777771"," hold","3","5","-2","-1"
"34","B/D"," Upgrade","05/21/2018","TH Capital LLC","CTRIP.COM-ADR","","16.333178222429","","","-4.61005780511725","-0.0529461","-0.5686712"," buy","5","","","0"
